Time,Day_of_week,Age_band_of_driver,Driving_experience,Type_of_vehicle,Road_surface_conditions,Light_conditions,Weather_conditions,Cause_of_accident,Accident_severity
13:00:00,Thursday,Under 18,1-2yr,Motorcycle,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
17:10:00,Wednesday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
17:10:00,Wednesday,31-50,5-10yr,Stationwagen,Wet or damp,Daylight,Raining,No distancing,Slight Injury
21:00:00,Saturday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
16:13:00,Wednesday,Under 18,Below 1yr,Other,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
16:13:00,Wednesday,31-50,Above 10yr,Other,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
17:20:00,Tuesday,18-30,5-10yr,Taxi,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
17:20:00,Tuesday,18-30,Below 1yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
22:00:00,Saturday,31-50,Above 10yr,Long lorry,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
7:58:00,Monday,18-30,5-10yr,Long lorry,Wet or damp,Daylight,Raining,Moving Backward,Slight Injury
7:58:00,Monday,18-30,Above 10yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Turnover,Slight Injury
20:16:00,Sunday,31-50,5-10yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,No distancing,Slight Injury
20:16:00,Sunday,Unknown,1-2yr,Lorry (11?40Q),Wet or damp,Daylight,Raining,No distancing,Slight Injury
20:00:00,Saturday,Over 51,1-2yr,Automobile,Wet or damp,Daylight,Raining,No distancing,Slight Injury
18:40:00,Thursday,18-30,1-2yr,Taxi,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
16:31:00,Wednesday,31-50,2-5yr,Other,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
18:45:00,Tuesday,18-30,Above 10yr,Automobile,Dry,Daylight,Normal,Driving at high speed,Serious Injury
18:45:00,Tuesday,18-30,2-5yr,Automobile,Dry,Daylight,Normal,Overtaking,Slight Injury
15:16:00,Monday,18-30,Above 10yr,Automobile,Dry,Daylight,Normal,Other,Slight Injury
18:35:00,Wednesday,Under 18,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Windy,Changing lane to the left,Serious Injury
18:35:00,Wednesday,18-30,No Licence,Public (> 45 seats),Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
20:40:00,Tuesday,31-50,1-2yr,Lorry (11?40Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
20:40:00,Tuesday,31-50,5-10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
17:34:00,Monday,31-50,1-2yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Moving Backward,Slight Injury
17:34:00,Monday,18-30,Above 10yr,Stationwagen,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
20:20:00,Wednesday,18-30,1-2yr,Other,Dry,Daylight,Normal,Other,Slight Injury
22:25:00,Friday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
22:25:00,Friday,31-50,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,Moving Backward,Slight Injury
22:25:00,Friday,18-30,1-2yr,Motorcycle,Dry,Daylight,Normal,No distancing,Slight Injury
15:10:00,Friday,Over 51,1-2yr,Automobile,Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
17:10:00,Wednesday,31-50,Above 10yr,Pick up upto 10Q,Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
17:10:00,Wednesday,18-30,Above 10yr,Motorcycle,Wet or damp,Daylight,Raining,No priority to pedestrian,Slight Injury
6:12:00,Saturday,18-30,Above 10yr,Stationwagen,Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
6:12:00,Saturday,Over 51,Above 10yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
6:12:00,Saturday,Over 51,1-2yr,Taxi,Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
11:05:00,Thursday,Over 51,5-10yr,Automobile,Wet or damp,Daylight,Raining,No priority to pedestrian,Slight Injury
11:05:00,Thursday,18-30,2-5yr,Long lorry,Wet or damp,Daylight,Raining,Getting off the vehicle improperly,Slight Injury
17:43:00,Wednesday,18-30,2-5yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
17:43:00,Wednesday,18-30,5-10yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
17:43:00,Wednesday,18-30,5-10yr,Lorry (11?40Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
17:00:00,Friday,31-50,2-5yr,Pick up upto 10Q,Wet or damp,Daylight,Normal,No distancing,Serious Injury
10:07:00,Monday,18-30,Above 10yr,Lorry (41?100Q),Wet or damp,Daylight,Normal,No priority to pedestrian,Serious Injury
10:07:00,Monday,Over 51,5-10yr,Other,Wet or damp,Daylight,Normal,No priority to pedestrian,Slight Injury
10:40:00,Monday,31-50,Above 10yr,Automobile,Wet or damp,Daylight,Normal,No priority to vehicle,Slight Injury
10:40:00,Monday,31-50,2-5yr,Long lorry,Dry,Daylight,Normal,Driving carelessly,Slight Injury
18:40:00,Friday,18-30,2-5yr,Lorry (11?40Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
17:55:00,Saturday,18-30,2-5yr,Long lorry,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
17:55:00,Saturday,18-30,1-2yr,Automobile,Dry,Daylight,Normal,Moving Backward,Slight Injury
17:57:00,Saturday,Over 51,5-10yr,Taxi,Dry,Darkness - lights lit,Normal,Driving carelessly,Serious Injury
17:45:00,Wednesday,18-30,2-5yr,Taxi,Dry,Daylight,Normal,Driving to the left,Slight Injury
19:40:00,Monday,18-30,1-2yr,Long lorry,Dry,Daylight,Normal,Driving to the left,Slight Injury
19:40:00,Monday,31-50,1-2yr,Lorry (11?40Q),Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
21:05:00,Thursday,31-50,No Licence,Lorry (11?40Q),Dry,Daylight,Normal,Changing lane to the left,Serious Injury
21:05:00,Thursday,31-50,5-10yr,Long lorry,Dry,Daylight,Normal,Changing lane to the right,Serious Injury
13:05:00,Monday,Over 51,1-2yr,Turbo,Dry,Daylight,Normal,Driving carelessly,Serious Injury
13:05:00,Monday,Over 51,2-5yr,Long lorry,Dry,Daylight,Normal,No distancing,Slight Injury
4:01:00,Thursday,31-50,5-10yr,Long lorry,Dry,Daylight,Normal,Getting off the vehicle improperly,Slight Injury
13:53:00,Friday,31-50,,Public (13?45 seats),Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
13:53:00,Friday,Over 51,,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
17:28:00,Thursday,31-50,2-5yr,Automobile,Dry,Daylight,Normal,Driving carelessly,Slight Injury
12:47:00,Sunday,Over 51,Above 10yr,Pick up upto 10Q,Dry,Daylight,Normal,Moving Backward,Slight Injury
12:47:00,Sunday,31-50,Above 10yr,,Dry,Daylight,Normal,Turnover,Slight Injury
13:43:00,Tuesday,18-30,,Stationwagen,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
13:43:00,Tuesday,31-50,Above 10yr,,Dry,Daylight,Normal,Driving carelessly,Slight Injury
12:29:00,Tuesday,31-50,,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
12:29:00,Tuesday,18-30,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,Moving Backward,Slight Injury
12:29:00,Tuesday,31-50,Above 10yr,Long lorry,Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
12:29:00,Tuesday,31-50,Above 10yr,Public (13?45 seats),Dry,Darkness - lights lit,Normal,Overturning,Slight Injury
8:27:00,Wednesday,18-30,,Public (13?45 seats),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
8:27:00,Wednesday,18-30,5-10yr,Lorry (11?40Q),Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
8:27:00,Wednesday,Over 51,Above 10yr,Lorry (11?40Q),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
12:05:00,Friday,Over 51,Below 1yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
12:05:00,Friday,Over 51,2-5yr,Automobile,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
12:05:00,Friday,31-50,2-5yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
12:51:00,Thursday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Serious Injury
12:51:00,Thursday,31-50,,Long lorry,Dry,Daylight,Normal,Changing lane to the left,Serious Injury
11:10:00,Sunday,Under 18,Below 1yr,Long lorry,Dry,Daylight,Normal,No distancing,Slight Injury
11:10:00,Sunday,18-30,Above 10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
11:10:00,Sunday,31-50,Below 1yr,Stationwagen,Dry,Daylight,Normal,No distancing,Slight Injury
11:10:00,Sunday,31-50,5-10yr,,Dry,Daylight,Normal,No distancing,Slight Injury
10:30:00,Monday,Over 51,5-10yr,Other,Dry,Daylight,Normal,No distancing,Slight Injury
22:25:00,Thursday,31-50,,Special vehicle,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
22:25:00,Thursday,31-50,1-2yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
17:27:00,Friday,Over 51,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,Moving Backward,Slight Injury
17:27:00,Friday,31-50,5-10yr,Lorry (11?40Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
12:10:00,Tuesday,Over 51,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
12:10:00,Tuesday,31-50,5-10yr,Motorcycle,Dry,Daylight,Normal,Overtaking,Slight Injury
8:00:00,Tuesday,Over 51,Above 10yr,Automobile,Dry,Daylight,Normal,Other,Serious Injury
8:00:00,Tuesday,18-30,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,Other,Slight Injury
8:00:00,Tuesday,31-50,No Licence,Automobile,Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
17:00:00,Tuesday,18-30,Below 1yr,Stationwagen,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
17:45:00,Wednesday,Unknown,5-10yr,,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
9:57:00,Thursday,31-50,5-10yr,Public (> 45 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
9:57:00,Thursday,Over 51,5-10yr,Public (> 45 seats),Dry,Daylight,Normal,Changing lane to the left,Serious Injury
18:00:00,Friday,31-50,5-10yr,Stationwagen,Dry,Daylight,Normal,Overtaking,Serious Injury
18:00:00,Friday,Unknown,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,No distancing,Fatal injury
19:00:00,Tuesday,18-30,2-5yr,Bicycle,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
19:00:00,Tuesday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
19:00:00,Tuesday,31-50,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
19:00:00,Tuesday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
13:05:00,Friday,31-50,Below 1yr,Public (13?45 seats),Dry,Daylight,Normal,Driving carelessly,Slight Injury
13:05:00,Friday,18-30,1-2yr,Special vehicle,Dry,Darkness - lights lit,Normal,No priority to pedestrian,Slight Injury
8:25:00,Wednesday,Over 51,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
13:51:00,Tuesday,Under 18,Above 10yr,Public (13?45 seats),Dry,Daylight,Normal,Moving Backward,Slight Injury
16:10:00,Monday,31-50,5-10yr,,Dry,Daylight,Normal,No distancing,Slight Injury
16:10:00,Monday,31-50,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
8:55:00,Thursday,18-30,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
8:55:00,Thursday,Over 51,Above 10yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
8:55:00,Thursday,Over 51,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
2:04:00,Thursday,31-50,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,Moving Backward,Slight Injury
7:30:00,Wednesday,Over 51,2-5yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
7:30:00,Wednesday,31-50,Above 10yr,Public (> 45 seats),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
11:44:00,Wednesday,Over 51,2-5yr,Automobile,Dry,Daylight,Normal,Moving Backward,Slight Injury
18:15:00,Thursday,Over 51,Above 10yr,Pick up upto 10Q,Wet or damp,Darkness - lights lit,Raining,Driving carelessly,Slight Injury
18:15:00,Thursday,Under 18,Above 10yr,Stationwagen,Wet or damp,Darkness - lights lit,Raining,Driving carelessly,Slight Injury
14:29:00,Saturday,31-50,Above 10yr,Other,Wet or damp,Darkness - lights lit,Raining,Driving under the influence of drugs,Slight Injury
14:29:00,Saturday,18-30,Above 10yr,,Wet or damp,Darkness - lights lit,Raining,No priority to pedestrian,Slight Injury
2:10:00,Saturday,Unknown,Below 1yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
17:15:00,Wednesday,Over 51,5-10yr,Stationwagen,Dry,Daylight,Normal,Driving carelessly,Slight Injury
11:29:00,Saturday,18-30,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,Moving Backward,Slight Injury
11:29:00,Saturday,Over 51,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Serious Injury
11:29:00,Saturday,Over 51,Below 1yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Serious Injury
11:29:00,Saturday,Over 51,2-5yr,,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
10:20:00,Sunday,Over 51,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
10:20:00,Sunday,31-50,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
10:20:00,Sunday,31-50,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Slight Injury
18:05:00,Tuesday,31-50,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,Moving Backward,Slight Injury
18:05:00,Tuesday,18-30,1-2yr,Pick up upto 10Q,Dry,Daylight,Normal,No distancing,Slight Injury
13:32:00,Wednesday,Over 51,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
13:32:00,Wednesday,Over 51,2-5yr,Other,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
13:32:00,Wednesday,31-50,1-2yr,,Dry,Daylight,Normal,No distancing,Slight Injury
15:20:00,Tuesday,18-30,1-2yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
9:51:00,Thursday,Over 51,No Licence,Motorcycle,Dry,Daylight,Normal,Driving carelessly,Slight Injury
11:50:00,Monday,Unknown,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
11:50:00,Monday,18-30,1-2yr,Automobile,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
11:50:00,Monday,18-30,2-5yr,Public (12 seats),Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
10:35:00,Wednesday,Under 18,5-10yr,Long lorry,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
10:35:00,Wednesday,Under 18,,,Dry,Daylight,Normal,Driving to the left,Slight Injury
10:35:00,Wednesday,31-50,,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
18:30:00,Thursday,18-30,2-5yr,Public (> 45 seats),Dry,Darkness - lights lit,Normal,Overtaking,Slight Injury
18:30:00,Thursday,31-50,Above 10yr,Pick up upto 10Q,Dry,Darkness - lights lit,Normal,Driving under the influence of drugs,Slight Injury
18:30:00,Friday,31-50,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
18:30:00,Friday,18-30,,Automobile,Dry,Daylight,Normal,Moving Backward,Slight Injury
11:55:00,Friday,31-50,Above 10yr,Public (13?45 seats),Dry,Daylight,Normal,Changing lane to the right,Serious Injury
11:55:00,Friday,31-50,,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
7:30:00,Wednesday,Over 51,5-10yr,Public (> 45 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
7:30:00,Wednesday,31-50,Above 10yr,Public (12 seats),Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
0:09:00,Monday,18-30,Above 10yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
0:09:00,Monday,31-50,,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
19:47:00,Saturday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
19:47:00,Saturday,31-50,Above 10yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
19:00:00,Wednesday,31-50,Below 1yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
19:00:00,Wednesday,Under 18,2-5yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
12:00:00,Thursday,Unknown,2-5yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
12:00:00,Thursday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,Getting off the vehicle improperly,Slight Injury
22:42:00,Friday,18-30,,Stationwagen,Dry,Daylight,Normal,Overtaking,Slight Injury
7:55:00,Monday,18-30,Below 1yr,Other,Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
7:25:00,Friday,31-50,Above 10yr,Other,Wet or damp,Daylight,Raining,Driving under the influence of drugs,Slight Injury
7:25:00,Friday,31-50,Below 1yr,Other,Dry,Daylight,Normal,Driving carelessly,Slight Injury
23:25:00,Saturday,Unknown,5-10yr,Public (13?45 seats),Dry,Daylight,Normal,Moving Backward,Slight Injury
23:25:00,Saturday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
15:10:00,Wednesday,Over 51,,Public (12 seats),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
15:10:00,Wednesday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,Overturning,Slight Injury
17:00:00,Wednesday,Unknown,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
17:00:00,Wednesday,31-50,5-10yr,Stationwagen,Dry,Daylight,Normal,No distancing,Slight Injury
16:10:00,Tuesday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Moving Backward,Slight Injury
13:29:00,Saturday,31-50,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
13:29:00,Saturday,18-30,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
12:40:00,Friday,Over 51,5-10yr,Public (> 45 seats),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
12:40:00,Friday,18-30,No Licence,Public (12 seats),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
15:30:00,Friday,Over 51,Below 1yr,Other,Dry,Daylight,Normal,Overtaking,Slight Injury
15:30:00,Friday,31-50,5-10yr,Public (12 seats),Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
15:30:00,Friday,31-50,5-10yr,Other,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
15:30:00,Friday,31-50,5-10yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
15:30:00,Friday,31-50,5-10yr,Stationwagen,Dry,Daylight,Normal,Driving carelessly,Serious Injury
3:32:00,Saturday,Under 18,5-10yr,Automobile,Dry,Daylight,Normal,Moving Backward,Slight Injury
23:25:00,Wednesday,18-30,2-5yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Moving Backward,Slight Injury
15:10:00,Monday,18-30,5-10yr,Special vehicle,Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
4:00:00,Friday,18-30,Above 10yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Normal,No priority to vehicle,Serious Injury
4:00:00,Friday,18-30,1-2yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Normal,Driving at high speed,Serious Injury
4:00:00,Friday,18-30,Below 1yr,Public (> 45 seats),Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
4:00:00,Friday,18-30,1-2yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
15:50:00,Saturday,18-30,5-10yr,Automobile,Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
8:50:00,Friday,Under 18,1-2yr,Automobile,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
0:25:00,Sunday,18-30,5-10yr,Public (> 45 seats),Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
0:25:00,Sunday,31-50,2-5yr,Lorry (11?40Q),Dry,Daylight,Normal,No distancing,Serious Injury
0:25:00,Sunday,31-50,Below 1yr,Pick up upto 10Q,Dry,Daylight,Normal,No distancing,Serious Injury
0:10:00,Sunday,18-30,5-10yr,Lorry (11?40Q),Dry,Daylight,Normal,Getting off the vehicle improperly,Fatal injury
0:10:00,Sunday,18-30,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,Overtaking,Fatal injury
15:20:00,Saturday,Unknown,5-10yr,Special vehicle,Dry,Daylight,Normal,Driving carelessly,Slight Injury
15:20:00,Saturday,31-50,2-5yr,Lorry (11?40Q),Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
15:20:00,Saturday,31-50,Above 10yr,,Dry,Daylight,Normal,Moving Backward,Slight Injury
16:30:00,Saturday,Under 18,5-10yr,,Dry,Daylight,Normal,Overturning,Slight Injury
16:30:00,Saturday,Under 18,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
1:05:00,Friday,Under 18,2-5yr,Other,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
1:05:00,Friday,31-50,Below 1yr,Other,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
19:40:00,Monday,Over 51,Below 1yr,Automobile,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
19:40:00,Monday,31-50,5-10yr,Other,Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
19:40:00,Monday,31-50,2-5yr,Automobile,Dry,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
19:08:00,Tuesday,18-30,Below 1yr,Public (13?45 seats),Dry,Darkness - lights lit,Normal,Moving Backward,Slight Injury
